id,slug,title,subtitle,display_date,date_start,date_end,document_type,medium,language,region,publication_place,publisher,summary,abstract,editorial_note,citation,rights_statement,source_url,external_access_url,access_type,hosting_status,cover_image_path,thumbnail_path,is_featured,status,published_at,content_language,translation_language,translation_text,translation_note
6357f4ca-62ad-5cfc-a4de-eb66b357ea01,1955-experimental-compound-mer-17-frenquel-and-lsd-25,“Experimental Compound MER 17 (Frenquel) and LSD-25”,,1955,1955,1955,Film,Audio/Video,English,,,,"Produced in 1955 by the Wm. S. Merrell Company, this medical demonstration film documents the clinical research of Dr. Howard D. Fabing, a neurologist and psychiatrist based at Christ Hospital in Cincinnati, Ohio. The film illustrates the effects of the experimental compound MER-17 (generically known as azacyclonol and marketed as Frenquel) as a potential ""blocking agent"" against drug-induced psychosis. The footage centers on a series of experiments conducted in November and December of 1954 ...","Produced in 1955 by the Wm. S. Merrell Company, this medical demonstration film documents the clinical research of Dr. Howard D. Fabing, a neurologist and psychiatrist based at Christ Hospital in Cincinnati, Ohio. The film illustrates the effects of the experimental compound MER-17 (generically known as azacyclonol and marketed as Frenquel) as a potential ""blocking agent"" against drug-induced psychosis. The footage centers on a series of experiments conducted in November and December of 1954 ...",Imported from Squarespace WordPress export; needs metadata review.,"The National Archives, via Archive.org",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/1955-experimental-compound-mer-17-frenquel-and-lsd-25,https://www.psychedelicarchive.com/archive/1955-experimental-compound-mer-17-frenquel-and-lsd-25,hosted,transcript_only,documents/6357f4ca-62ad-5cfc-a4de-eb66b357ea01/images/1955-experimental-compound-mer-17-frenquel-and-lsd-25/01-ronnie01.jpg,documents/6357f4ca-62ad-5cfc-a4de-eb66b357ea01/images/1955-experimental-compound-mer-17-frenquel-and-lsd-25/01-ronnie01.jpg,False,published,2025-12-12 02:49:02,,,,
1d705cf3-dbb4-5692-a87f-af62cb2dee06,1965-allen-ginsberg-talks-to-joe-k-adams-about-his-first-lsd-trip,Allen Ginsberg DIScusses lsd with dr. Joe K. Adams,,"December 12, 1965",1965,1965,Audio/Video,Audio/Video,English,,,,"This is a 1965 audio recording made by Allen Ginsberg on his Uher portable tape recorder, which he had recently bought (apparently with $500 given to him by Bob Dylan, whose concert in San Jose Ginsberg had recored the previous evening). The tone of the discussion is lighthearted and casual; it is clear that Ginsberg and Orlovsky (Ginsberg’s longtime life partner) are friendly with Joe K. Adams and feel comfortable with him. At the same time, however, it also deals with traumatic events and d...","This is a 1965 audio recording made by Allen Ginsberg on his Uher portable tape recorder, which he had recently bought (apparently with $500 given to him by Bob Dylan, whose concert in San Jose Ginsberg had recored the previous evening). The tone of the discussion is lighthearted and casual; it is clear that Ginsberg and Orlovsky (Ginsberg’s longtime life partner) are friendly with Joe K. Adams and feel comfortable with him. At the same time, however, it also deals with traumatic events and d...",Imported from Squarespace WordPress export; needs metadata review.,"Box 120, Reel 1, “1965 Dec 12. Side A: Conversation with Joe Adams (Saturday evening and acid test),” Allen Ginsberg papers, Stanford University (transcribed by Benjamin Breen from an MP3 provided by Stanford for research purposes)",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/1965-allen-ginsberg-talks-to-joe-k-adams-about-his-first-lsd-trip,https://www.psychedelicarchive.com/archive/1965-allen-ginsberg-talks-to-joe-k-adams-about-his-first-lsd-trip,hosted,transcript_only,documents/1d705cf3-dbb4-5692-a87f-af62cb2dee06/images/1965-allen-ginsberg-talks-to-joe-k-adams-about-his-first-lsd-trip/01-Redwood-Lodge-Joe-ADams.jpeg,documents/1d705cf3-dbb4-5692-a87f-af62cb2dee06/images/1965-allen-ginsberg-talks-to-joe-k-adams-about-his-first-lsd-trip/01-Redwood-Lodge-Joe-ADams.jpeg,False,published,2025-12-12 01:05:30,,,,
cd7298eb-bfb7-5421-ae16-f27d2ee07fc7,mead-lsd-memo,Margaret Mead’s LSD Memo,,"September 23-25, 1954",1954,1954,Manuscript,Text,English,United States,,,"For a detailed reader’s guide for this important but somewhat cryptic historical primary source relating to Margaret Mead’s interest in psychedelic therapy in the 1950s, scroll to the bottom of this page.","For a detailed reader’s guide for this important but somewhat cryptic historical primary source relating to Margaret Mead’s interest in psychedelic therapy in the 1950s, scroll to the bottom of this page.",Imported from Squarespace WordPress export; transcript visually corrected against Library of Congress PDF scan in July 2026.,"Library of Congress, Manuscript Division, Margaret Mead Papers and South Pacific Ethnographic Archives, Box K65, Folder 5.",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/mead-lsd-memo,https://www.psychedelicarchive.com/archive/mead-lsd-memo,hosted,pdf,documents/cd7298eb-bfb7-5421-ae16-f27d2ee07fc7/images/mead-lsd-memo/01-mead-lsd-memo.jpg,documents/cd7298eb-bfb7-5421-ae16-f27d2ee07fc7/images/mead-lsd-memo/01-mead-lsd-memo.jpg,False,published,2025-12-10 01:31:06,,,,
9b1c99a3-dc29-5738-b846-2ac0d23c42e5,veigl-ayahuasca-jyhs5-m8ty7-hemp9,Consciousness under the influence of cannabis indica,,1893,1893,1893,Academic Article,Text,English,,,,The statement is generally made that the extract of Cannabis Indica (flowers of the Indian hemp whose leaves and resin furnish hashish) causes time and space to be greatly lengthened in consciousness. Wishing to know what is meant by these statements I obtained the prescription:,The statement is generally made that the extract of Cannabis Indica (flowers of the Indian hemp whose leaves and resin furnish hashish) causes time and space to be greatly lengthened in consciousness. Wishing to know what is meant by these statements I obtained the prescription:,Imported from Squarespace WordPress export; needs metadata review.,"Scripture, Edward W. “Consciousness under the influence of Cannabis indica.” Science 560 (1893): 233-234.",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/veigl-ayahuasca-jyhs5-m8ty7-hemp9,https://www.psychedelicarchive.com/archive/veigl-ayahuasca-jyhs5-m8ty7-hemp9,hosted,transcript_only,,,False,published,2024-03-27 15:00:06,,,,
12f1e602-bc11-5861-9424-61766b55fc2d,veigl-ayahuasca-jyhs5-m8ty7,The Hasheesh Eater,,1857,1857,1857,Book,Text,English,,,,"Background: Ludlow, the son of a prominent Abolitionist minister in New York, became best known through this book which chronicles his mind-altering experiences with cannabis alongside his philosophical ruminations while under the influence. The work is often compared to Thomas De Quincey's Confessions of an English Opium-Eater due to its detailed depiction of the author's opium addiction and his candid discussion of altered states of consciousness experienced with cannabis use.","Background: Ludlow, the son of a prominent Abolitionist minister in New York, became best known through this book which chronicles his mind-altering experiences with cannabis alongside his philosophical ruminations while under the influence. The work is often compared to Thomas De Quincey's Confessions of an English Opium-Eater due to its detailed depiction of the author's opium addiction and his candid discussion of altered states of consciousness experienced with cannabis use.",Imported from Squarespace WordPress export; needs metadata review.,"Fitz Hugh Ludlow, The hasheesh eater : being passages from the life of a Pythagorean (Harper & Bros., 1857)",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/veigl-ayahuasca-jyhs5-m8ty7,https://www.psychedelicarchive.com/archive/veigl-ayahuasca-jyhs5-m8ty7,hosted,transcript_only,documents/12f1e602-bc11-5861-9424-61766b55fc2d/images/veigl-ayahuasca-jyhs5-m8ty7/01-image-18-19-hasheesh-eater.jpg,documents/12f1e602-bc11-5861-9424-61766b55fc2d/images/veigl-ayahuasca-jyhs5-m8ty7/01-image-18-19-hasheesh-eater.jpg,False,published,2024-03-26 13:31:35,,,,
8476ce01-41ea-54f8-8c40-2a0ba194f8a4,leary1969,Timothy Leary testifies at the chicago seven trial,,"December 19, 1969",1969,1969,Testimony,Text,English,,,,"Background: The Chicago Seven trial marked an especially charged moment in American legal and cultural history that reflected the deep societal divisions during the Vietnam War era. Initially, the Chicago Eight, the trial's defendants included activists charged with conspiracy, inciting to riot, and other charges related to the protests at the 1968 Democratic National Convention in Chicago. The trial was emblematic of the clash between the establishment and the counterculture movement, drawin...","Background: The Chicago Seven trial marked an especially charged moment in American legal and cultural history that reflected the deep societal divisions during the Vietnam War era. Initially, the Chicago Eight, the trial's defendants included activists charged with conspiracy, inciting to riot, and other charges related to the protests at the 1968 Democratic National Convention in Chicago. The trial was emblematic of the clash between the establishment and the counterculture movement, drawin...",Imported from Squarespace WordPress export; needs metadata review.,Official testimony from the Trial of the Chicago Seven (9/24/1969 - 2/18/1970),Needs rights review before republication.,https://www.psychedelicarchive.com/archive/leary1969,https://www.psychedelicarchive.com/archive/leary1969,hosted,transcript_only,documents/8476ce01-41ea-54f8-8c40-2a0ba194f8a4/images/leary1969/01-1920px-TimothyLeary-LectureTour-SUNYAB-1969.jpg,documents/8476ce01-41ea-54f8-8c40-2a0ba194f8a4/images/leary1969/01-1920px-TimothyLeary-LectureTour-SUNYAB-1969.jpg,False,published,2024-03-22 21:46:39,,,,
2e05bf1b-3ea1-5d99-bbfb-2b610809ad4c,veigl-ayahuasca,Padre Veigl encounters Ayahuasca,,1750s (exact date unclear),1750,1750,Academic Article,Text,English,Amazonia,,,"They usually strive for the rank of Curácam , which is esteemed for its courage or rather the reputation of magical skill. For they scarcely attribute any events, such as diseases, death, good or bad fortune, the abundance of hunting and fishing, floods, plagues etc., to any other cause than the magical arts of others; to him who seems the most skilled and prepared is given the credit for defending the family from external evils. They often aim for this reputation of magical expertise, to obt...","They usually strive for the rank of Curácam , which is esteemed for its courage or rather the reputation of magical skill. For they scarcely attribute any events, such as diseases, death, good or bad fortune, the abundance of hunting and fishing, floods, plagues etc., to any other cause than the magical arts of others; to him who seems the most skilled and prepared is given the credit for defending the family from external evils. They often aim for this reputation of magical expertise, to obt...",Imported from Squarespace WordPress export; needs metadata review.,"Veigl, “Provinciae Maynensis in America Medidionali, ad annum usque 1768,” in Christoph Gottlied von Murr, Journal zur Kunstgeschichte und zur allgemelnen Litteratur.",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/veigl-ayahuasca,https://www.psychedelicarchive.com/archive/veigl-ayahuasca,hosted,transcript_only,documents/2e05bf1b-3ea1-5d99-bbfb-2b610809ad4c/images/veigl-ayahuasca/01-content-2.jpeg,documents/2e05bf1b-3ea1-5d99-bbfb-2b610809ad4c/images/veigl-ayahuasca/01-content-2.jpeg,False,published,2024-03-21 20:45:10,,,,
403a35d7-213f-5012-9152-5fdb41d134db,veigl-ayahuasca-jyhs5,William James on Nitrous Oxide,,1882,1882,1882,Academic Article,Text,English,,,,"NOTE — Since the manuscript of the preceding article was committed to the Editor’s hands, I have made some observations on the effects of nitrous-oxide-gas-intoxication which have made me understand better than ever before both the strength and the weakness of Hegel’s philosophy. I strongly urge others to repeat the experiment, which with pure gas is short and harmless enough. The effects will of course vary with different individuals, just as they vary in the same individual from time to tim...","NOTE — Since the manuscript of the preceding article was committed to the Editor’s hands, I have made some observations on the effects of nitrous-oxide-gas-intoxication which have made me understand better than ever before both the strength and the weakness of Hegel’s philosophy. I strongly urge others to repeat the experiment, which with pure gas is short and harmless enough. The effects will of course vary with different individuals, just as they vary in the same individual from time to tim...",Imported from Squarespace WordPress export; needs metadata review.,"“Note” attached to William James, “On Some Hegelisms,” in Mind: A Quarterly Review (April, 1882), No. 26., 206-208.",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/veigl-ayahuasca-jyhs5,https://www.psychedelicarchive.com/archive/veigl-ayahuasca-jyhs5,hosted,transcript_only,documents/403a35d7-213f-5012-9152-5fdb41d134db/images/veigl-ayahuasca-jyhs5/01-content.png,documents/403a35d7-213f-5012-9152-5fdb41d134db/images/veigl-ayahuasca-jyhs5/01-content.png,False,published,2024-03-21 19:29:00,,,,
7da50bb7-30d3-5c0d-9e70-4d7b516e0266,lettherebelight,“Let there be Light”,,1946,1946,1946,Film,Audio/Video,English,,,,"Let There Be Light , a groundbreaking 1946 documentary directed by John Huston, features important early footage of the use of “ narcosynthesis ” to treat post-traumatic stress disorder (PTSD) in World War II veterans.","Let There Be Light , a groundbreaking 1946 documentary directed by John Huston, features important early footage of the use of “ narcosynthesis ” to treat post-traumatic stress disorder (PTSD) in World War II veterans.",Imported from Squarespace WordPress export; needs metadata review.,,Needs rights review before republication.,https://www.youtube.com/watch?v=lQPoYVKeQEs,https://www.youtube.com/watch?v=lQPoYVKeQEs,hosted,transcript_only,documents/7da50bb7-30d3-5c0d-9e70-4d7b516e0266/images/lettherebelight/01-let-there-be-light-1945.jpg,documents/7da50bb7-30d3-5c0d-9e70-4d7b516e0266/images/lettherebelight/01-let-there-be-light-1945.jpg,False,published,2024-03-20 20:17:25,,,,
0435259b-5ae7-514a-857f-fa8dcf61750e,psychoanalysis1957,“Psychoanalysis and LSD-25: Foundations for a combined therapeutic technique”,,"September 10, 1957",1957,1957,Academic Article,Text,Spanish,Argentina,,,Originally published in Spanish as: “Psicoanálisis y dietilamida del ácido lisérgico (LSD-25). Fundamentos para una técnica terapéutica combinada.”,Originally published in Spanish as: “Psicoanálisis y dietilamida del ácido lisérgico (LSD-25). Fundamentos para una técnica terapéutica combinada.”,Imported from Squarespace WordPress export; needs metadata review.,"Paper presented to the Asociación Psicoanalítica Argentina, Buenos Aires",Needs rights review before republication.,https://www.psychedelicarchive.com/archive/psychoanalysis1957,https://www.psychedelicarchive.com/archive/psychoanalysis1957,hosted,page_images,documents/0435259b-5ae7-514a-857f-fa8dcf61750e/images/psychoanalysis1957/01-title-page-alvarez-de-toledo-1957.jpg,documents/0435259b-5ae7-514a-857f-fa8dcf61750e/images/psychoanalysis1957/01-title-page-alvarez-de-toledo-1957.jpg,False,published,2024-03-20 18:05:56,Spanish,English,"## Translated excerpt from pages 29-30

A patient who had gone through horrific deaths during various experiences, felt, saw and was on a mountain, but without ice, lying down, with someone beside him who would later leave, who was not essential, who had the function of accompanying him.

The sky was dark blue, it was night, and there were stars as far as the eye could see. The dominant thing was two stars that crossed at a right angle. The experience was one of peace, of solitude felt as rest (which implied a rebirth).

The action of LSD 25 leads the patient to a state of prenatal regression, in which they have oceanic experiences of identity with the analyst (with the mother), with the cosmos, feeling at the peak of omnipotence; beyond time and space.

In this situation, the patient experiences the analyst as the object that contains them and, simultaneously, as the subject itself.

These omnipotent experiences express the opposite; the absolute dependence of the fetus in relation to the mother; an uncontrollable world that creates and sustains it.

During LSD 25 sessions, this double situation (omnipotence and extreme dependence) is expressed by the patient's apparent dispensability of the analyst, with whom, on the other hand, the patient simultaneously confuses with the couch, with the blanket that covers them, with themselves.

The interpretation of these fantasies, the experience of death they produce and the regression (due to disconnection with the real object; the analyst) lead to the search for contact and, consequently, the externalization of the patient's internal world occurs.

The analyst and what surrounds him acquires existence by being covered with the patient's internal world, which, when externalized, fills the objects with warmth, color, affection and images.

Cyclically, the patient ""confuses"" himself with the analyst and defends himself from this situation by disconnecting, but progressively, he recognizes as his own the images he places on the analyst and on things.

Disconnection is experienced in a very concrete way as death and destruction. On the other hand, the apparent connection is a fusion and this brings the fear of losing individuality.

The progressive externalization of the different objects, which are being recognized as parts of the self, make the patient finally see the analyst as his double and feel that he is the analyst.

The externalization of persecutory and idealized objects and their recognition as parts of the self, make the patient move from paranoid to depressive anxieties.

The interpretations and the reality testing manage to make the analyst be seen as a different person.

The analyst is then seen as a stranger, and the patient disconnects, returning to his mind or his body, which take the place of the uncontrollable analyst.

The interpretation of these fantasies reestablishes the connection. A patient summarized this situation in a dream after an LSD 25 session.

""I was on a warm, tropical island, surrounded by a calm sea in the company of the boyfriend I had when I was a girl. He would throw himself into the sea, if he went. The sea began to stir, there were big waves that separated me from him, I no longer saw his body but I heard his voice. Then I didn't hear his voice either and I was alone until I reached a new land and found someone who is younger and different, although I notice that he has things in common. He offers me gifts like for a girl, I realize, sadly, that I no longer like them and that I can't go back because what was before no longer exists. I'm alone and in front of someone I don't know but I'm bigger.""

During the course of the experience, the patient expresses and realizes their fantasies by means of dramatization, through sensory-motor images, through visualization, and, finally, verbally.",This English translation covers the excerpt from pages 29-30 currently staged for the archive; the full source is in Spanish.
