id,document_id,repository_name,institution_name,url,access_label,stable_identifier,rights_note,is_primary,last_checked_at
62b12799-2525-5772-8c27-a9586a14a540,089978db-d526-5bc1-8382-6e9fe7102f49,Repositório Institucional do INPA,,https://repositorio.inpa.gov.br/handle/1/14283,Bibliographic record,https://repositorio.inpa.gov.br/handle/1/14283,Open access article mirrored by SciELO and INPA; SciELO page identifies reuse terms separately from INPA metadata. Review license before republication.,False,
9ad3ecda-20bc-5049-9edb-3e3baed819b6,089978db-d526-5bc1-8382-6e9fe7102f49,SciELO / Acta Amazonica,,https://www.scielo.br/j/aa/a/dRsCSM9kLRyNHMkmdWhnXDQ/?format=pdf&lang=pt,Full text PDF,https://www.scielo.br/j/aa/a/dRsCSM9kLRyNHMkmdWhnXDQ/?format=pdf&lang=pt,Open access article mirrored by SciELO and INPA; SciELO page identifies reuse terms separately from INPA metadata. Review license before republication.,True,
8060047c-3b6e-5b52-a53a-8321d4c7cf7f,0d0ecc94-e4d5-5baf-b174-67112069445c,External source,,https://raccefyn.co/index.php/raccefyn/article/view/3516,Bibliographic record,https://raccefyn.co/index.php/raccefyn/article/view/3516,Open-access journal scan; review license terms before republication.,False,
06e39a3a-34c3-51b2-aa87-786605ffd304,0d0ecc94-e4d5-5baf-b174-67112069445c,"Revista de la Academia Colombiana de Ciencias Exactas, Físicas y Naturales",,https://raccefyn.co/index.php/raccefyn/article/download/3516/4778/35485,Full text PDF,https://raccefyn.co/index.php/raccefyn/article/download/3516/4778/35485,Open-access journal scan; review license terms before republication.,True,
c14b4149-c961-53bc-8d7f-383b06a9ed5d,6240cad9-e9e2-5243-8c17-9130a30b78bb,Digital Florentine Codex,Getty Research Institute,https://florentinecodex.getty.edu/book/11/folio/129v,Digital folio record,https://florentinecodex.getty.edu/book/11/folio/129v,"Sixteenth-century manuscript text is public domain. Digital folio images, PDFs, and Spanish transcription are accessed through the Getty Research Institute’s Digital Florentine Codex; review Getty citation and permissions guidance before republication.",True,2026-07-07
b8716ecb-849a-54bf-bc9f-2b8a1c56bcc7,6240cad9-e9e2-5243-8c17-9130a30b78bb,Digital Florentine Codex API,Getty Research Institute,https://dfc-be.ch.digtest.co.uk/codex/codex_folio/book/11/folio/129v/,Structured folio metadata and text,https://dfc-be.ch.digtest.co.uk/codex/codex_folio/book/11/folio/129v/,"Sixteenth-century manuscript text is public domain. Digital folio images, PDFs, and Spanish transcription are accessed through the Getty Research Institute’s Digital Florentine Codex; review Getty citation and permissions guidance before republication.",False,2026-07-07
ecbd6a11-2605-53d7-9e36-f27526b95225,6c385f7f-a8d5-5b66-bdff-8bef2e4bd92e,Internet Archive,,https://archive.org/details/coloquiosdossimp01ortauoft,Scanned book,https://archive.org/details/coloquiosdossimp01ortauoft,Public domain scan of the 1891 Ficalho edition of Garcia da Orta's 1563 Portuguese text.,True,
a41a1437-463b-5459-a528-8346684d4a45,6c385f7f-a8d5-5b66-bdff-8bef2e4bd92e,Internet Archive,,https://archive.org/download/coloquiosdossimp01ortauoft/coloquiosdossimp01ortauoft_djvu.txt,OCR text,https://archive.org/download/coloquiosdossimp01ortauoft/coloquiosdossimp01ortauoft_djvu.txt,Public domain OCR text from the 1891 Ficalho edition of Garcia da Orta's 1563 Portuguese text.,False,
e438bb79-bb09-5d25-b262-ce265fdfe097,aba80607-e798-5387-bc7d-fa61e41b7fc6,Claudio Naranjo Archive,,https://www.claudionaranjo.net/pdf_files/psychedelics/psychotropic_properties_of_the_harmala_alkaloids_english.pdf,Full text PDF,https://www.claudionaranjo.net/pdf_files/psychedelics/psychotropic_properties_of_the_harmala_alkaloids_english.pdf,Source PDF describes the 1967 U.S. government publication as copyright-free; review before republication.,True,
ac12e12b-887a-5910-9604-05aafde3ec68,aba80607-e798-5387-bc7d-fa61e41b7fc6,External source,,https://pubmed.ncbi.nlm.nih.gov/5615550/,Bibliographic record,https://pubmed.ncbi.nlm.nih.gov/5615550/,Source PDF describes the 1967 U.S. government publication as copyright-free; review before republication.,False,
f1307225-3ca4-5aa2-b836-b73a6d89d1ba,dc72c41b-e1e8-5f31-99cb-9dc1e3986d67,Docslib,,https://docslib.org/doc/7411844/the-narcotic-pepper-the-chemistry-and-pharmacology-of-piper-methysticum-and-related-species,Bibliographic record,https://docslib.org/doc/7411844/the-narcotic-pepper-the-chemistry-and-pharmacology-of-piper-methysticum-and-related-species,Historical article mirrored online; review rights status before republication.,False,
60b2baf1-5e0b-54af-94e3-d13476460e94,dc72c41b-e1e8-5f31-99cb-9dc1e3986d67,Isomer Design / Shulgin archive mirror,,https://isomerdesign.com/bitnest/external/Sasha/NarcoticPepper,Full text PDF,https://isomerdesign.com/bitnest/external/Sasha/NarcoticPepper,Historical article mirrored online; review rights status before republication.,True,
1e4ba925-cfbe-5b38-bb42-81a674aa1565,16e6b3f3-4466-5afe-be82-f5a6e72e865a,Internet Archive,,https://archive.org/details/personalnarrati521821humb,Full source page,https://archive.org/details/personalnarrati521821humb,Public-domain 1821 London edition.,True,
fa28e9a2-5cfd-5fc9-ac5f-a308edb776b2,16e6b3f3-4466-5afe-be82-f5a6e72e865a,Internet Archive,,https://archive.org/download/personalnarrati521821humb/personalnarrati521821humb.pdf,Full source PDF,https://archive.org/download/personalnarrati521821humb/personalnarrati521821humb.pdf,Public-domain 1821 London edition.,False,
68faa882-2eff-53c1-9f8e-7bd3e6faf8ba,683049c6-2238-50ce-abba-9205e7b1b01a,Internet Archive,,https://archive.org/details/mobot31753000220282,Full source page,https://archive.org/details/mobot31753000220282,Public-domain 1831 Munich/Leipzig edition.,True,
5d1cee59-6b26-5f9c-94a8-68cfc2461add,683049c6-2238-50ce-abba-9205e7b1b01a,Internet Archive,,https://archive.org/download/mobot31753000220282/mobot31753000220282.pdf,Full source PDF,https://archive.org/download/mobot31753000220282/mobot31753000220282.pdf,Public-domain 1831 Munich/Leipzig edition.,False,
d15b3c7e-00f6-5d49-be25-c065e894bd65,36ae1710-260c-5f1d-85cb-7fddcd609b1e,Internet Archive,,https://archive.org/details/bemerkungenaufe00langgoog,Full source page,https://archive.org/details/bemerkungenaufe00langgoog,"Public-domain 1812 Frankfurt edition, digitized by Google Books.",True,
5bbd9f2b-db59-5945-a086-85238c82810b,36ae1710-260c-5f1d-85cb-7fddcd609b1e,Internet Archive,,https://archive.org/download/bemerkungenaufe00langgoog/bemerkungenaufe00langgoog.pdf,Full source PDF,https://archive.org/download/bemerkungenaufe00langgoog/bemerkungenaufe00langgoog.pdf,"Public-domain 1812 Frankfurt edition, digitized by Google Books.",False,
3679194e-e8ca-5dfd-be77-8b4dd622f93f,3c71650f-f43c-5e2d-ac47-a553d1ce6baa,Internet Archive,,https://archive.org/details/hymnsrigveda00unkngoog,Full source page,https://archive.org/details/hymnsrigveda00unkngoog,"Public-domain 1897 Benares edition, digitized by Google Books.",True,
